vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
3/3/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
3/4/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
3/5/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
3/6/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
3/7/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
3/8/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/9/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/10/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/11/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/12/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/13/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/14/23,8.90E-06,0,0,36.05661655,5.34338345,0,0,0,0,0,0
3/15/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/16/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/17/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/18/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/19/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/20/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/21/23,2.53E-05,0,0,44.00698853,6.521582906,45.46612491,8.405303658,5.53692656,2.434502012,2.94637659,2.325051981
3/22/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/23/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/24/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/25/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/26/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/27/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/28/23,3.69E-05,0,0,42.66326368,6.322450603,51.54274304,9.528685533,22.77284311,10.01287118,16.16913982,12.75943161
3/29/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
3/30/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
3/31/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
4/1/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
4/2/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
4/3/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
4/4/23,1.34E-05,0,0,43.22314903,6.405422396,10.63408172,1.965918278,0,0,0,0
4/5/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/6/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/7/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/8/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/9/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/10/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/11/23,8.43E-06,0,0,34.15300636,5.061279354,0,0,0,0,0,0
4/12/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/13/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/14/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/15/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/16/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/17/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/18/23,1.77E-05,0,0,30.12183184,4.463882447,31.79373413,5.877694444,3.661515951,1.60991262,2.658925216,2.098217642
4/19/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/20/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/21/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/22/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/23/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/24/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/25/23,3.30E-05,0,0,27.65833629,4.098806558,50.78316578,9.388262799,17.77174816,7.813966133,20.04973339,15.82169519
4/26/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
4/27/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
4/28/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
4/29/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
4/30/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
5/1/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
5/2/23,2.66E-05,0,0,26.53856559,3.932862973,21.37667448,3.951896946,11.07385312,4.869004021,29.10445169,22.96697689
5/3/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
5/4/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
5/5/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
5/6/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
5/7/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
5/8/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
5/9/23,4.71E-05,0,0,40.08779108,5.940780358,67.71088769,12.51768373,28.2204644,12.40810702,29.32004021,23.13710265
